source,target,weight
0x60a39010e4892b862d1bb6bdde908215ac5af6f3,0x44b51a7aa5575c77464b72a668c9fb65753721e3,1
0x00000000726422a6fecb4759b44d47e48cf746aa,0x60a39010e4892b862d1bb6bdde908215ac5af6f3,1
0x7210e71c96e002ecc784f4be6f0cb5ce35e49b2d,0x60a39010e4892b862d1bb6bdde908215ac5af6f3,21
0x96e58b1c401d783395068a9cef765aa74ec02600,0xd393881f57e095fc5627edeb836c0682fa54d3af,1
0xa967d7bf648c1ce8af34bf7663b67c6c4527eb5a,0x60a39010e4892b862d1bb6bdde908215ac5af6f3,1
0x16b70f44719b227278a2dc1122e8106cc929ecd1,0xd196ff450071fc1c0f1c6a53293a71f1a3dbea33,5
0x16b70f44719b227278a2dc1122e8106cc929ecd1,0x350b8cd53e6f7bc7b2fc5b80891825ccabb635fe,5
0x973cefdeaab6ca4b958db5f565fa5259132c05ec,0x60a39010e4892b862d1bb6bdde908215ac5af6f3,2
0x973cefdeaab6ca4b958db5f565fa5259132c05ec,0x60a39010e4892b862d1bb6bdde908215ac5af6f3,2
0x60a39010e4892b862d1bb6bdde908215ac5af6f3,0x1f736e4f39274817627dc927d9bf03dca231605b,2
0x60a39010e4892b862d1bb6bdde908215ac5af6f3,0xa984295eeda8980a0bec622e50adf5d4311857a2,1
0x77696bb39917c91a0c3908d577d5e322095425ca,0x48789d4aae898d20002af50d5b42f42499e2a11f,1
0xd393881f57e095fc5627edeb836c0682fa54d3af,0x77696bb39917c91a0c3908d577d5e322095425ca,1
0x77696bb39917c91a0c3908d577d5e322095425ca,0x7b4b0c115db6f0e6d08b0e4193234346f8c93387,1
0x4cc06fa1811f9f1d6e1ef63e15dcf98fff7d549e,0x6533100521932c925d3d7284ef722c042b8407a2,1
0x60a39010e4892b862d1bb6bdde908215ac5af6f3,0x3ab2a09cc705449c743b8c2dc9399a0d17c6d0e7,2
0x16b70f44719b227278a2dc1122e8106cc929ecd1,0x5fb5b481d5cda88d340d1df75514ef48422bf16d,2
0x5fb4b9131a24725f6c7f20701d96bf5a3da28abc,0x60a39010e4892b862d1bb6bdde908215ac5af6f3,1
0x77696bb39917c91a0c3908d577d5e322095425ca,0xf0a5d869923721cb98018a652c65b4206c924901,1
